20150403101810.log 165.353 47.144
20150403102811.log 169.045 47.529
20150403103811.log 172.672 47.7977
20150403104811.log 176.377 47.9623
20150403105812.log 180.115 48.0172
20150403110812.log 183.817 47.9619
20150403111813.log 187.54 47.7958
20150403115815.log 201.941 46.0737
20150403121816.log 208.723 44.6258
20150403122816.log 211.991 43.7691
20150403123817.log 215.167 42.8313
20150403124817.log 218.239 41.821
20150404092020.log 145.668 43.4457
20150404093021.log 148.872 44.3643
20150404111025.log 184.787 48.3119
20150404112026.log 188.511 48.118
20150404115029.log 199.493 46.8841
20150404120030.log 202.95 46.2814
20150404122030.log 209.726 44.7799
20150405093640.log 150.837 45.2796
20150405094641.log 154.208 46.0639
20150405095642.log 157.683 46.7606
20150405100642.log 161.281 47.3671
20150405101643.log 164.853 47.8582
20150405104644.log 176.007 48.7143
20150405105644.log 179.765 48.7793
20150405110645.log 183.549 48.7327
20150405111645.log 187.306 48.5748
20150405112646.log 191.039 48.3064
20150405113646.log 194.734 47.9292
20150405114647.log 198.4 47.4421
20150405115647.log 201.914 46.8666
20150405120647.log 205.38 46.1906
20150405121647.log 208.778 45.4191
20150405122648.log 212.073 44.5635
20150405124649.log 218.41 42.6027
20150405125650.log 221.448 41.5066
20150406090303.log 140.031 42.4078
20150406092305.log 146.284 44.4518
20150406093305.log 149.564 45.3586
20150406094306.log 152.916 46.1749
20150406095306.log 156.37 46.9043
20150406100307.log 159.968 47.5487
20150406101308.log 163.588 48.0829
20150406102308.log 167.212 48.5069
20150406103308.log 170.943 48.8311
20150406105309.log 178.511 49.1487
20150406114311.log 197.285 47.989
20150406115311.log 200.874 47.4386
20150406120312.log 204.404 46.7867
20150406121313.log 207.837 46.0432
20150406123314.log 214.447 44.2891
20150406124440.log 218.086 43.1306
20150406125441.log 221.092 42.064
20150406130441.log 224.055 40.9104
20150407084642.log 135.06 40.8981
20150407092643.log 147.401 45.1785
20150407093644.log 150.679 46.0424
20150407094644.log 154.095 46.8316
20150407095645.log 157.614 47.5307
20150407100646.log 161.204 48.1302
20150407103647.log 172.376 49.3045
20150407104648.log 176.24 49.478
20150407123557.log 215.655 44.331
20150407125558.log 221.8 42.2206
20150407130558.log 224.771 41.0457
20150408123412.log 215.388 44.8213
20150409104245.log 174.785 50.1758
20150409105245.log 178.663 50.2756
20150409110246.log 182.542 50.2603
20150409111247.log 186.409 50.1304
20150409122250.log 211.912 46.2193
20150411091645.log 143.696 45.6984
20150411092646.log 146.947 46.6552
20150411095647.log 157.44 49.0415
20150411100648.log 161.124 49.6444
20150411101648.log 164.887 50.143
20150411102648.log 168.716 50.5331
20150411103649.log 172.603 50.8116
20150411120654.log 207.003 48.1945
20150411121654.log 210.475 47.382
20150411122655.log 213.861 46.478
20150411123655.log 217.135 45.4931
20150411131658.log 229.147 40.8567
20150412082712.log 128.732 40.2009
20150412092715.log 146.991 47.0629
20150412093715.log 150.421 47.9498
20150412100718.log 161.284 50.0437
20150412101718.log 165.082 50.5382
20150412102719.log 168.953 50.9233
20150412103720.log 172.857 51.1936
20150412104720.log 176.814 51.3495
20150412105721.log 180.767 51.3878
20150412110721.log 184.724 51.309
20150412111722.log 188.665 51.1133
20150412112722.log 192.604 50.799
20150412113723.log 196.453 50.3743
20150412114723.log 200.218 49.8428
20150412120723.log 207.433 48.486
20150412122724.log 214.314 46.7454
20150412124724.log 220.746 44.6835
20150412125725.log 223.812 43.5401
20150412130726.log 226.771 42.3322
20150413093641.log 150.133 48.2674
20150413101643.log 164.88 50.8848
20150413102644.log 168.736 51.2721
20150413104452.log 175.952 51.69
20150413105452.log 179.898 51.7533
20150413110453.log 183.884 51.6998
20150413111453.log 187.839 51.5295
20150413112454.log 191.829 51.2378
20150413113455.log 195.704 50.8364
20150413114455.log 199.51 50.3254
20150413115456.log 203.232 49.7093
20150413120456.log 206.825 49.0008
20150413121457.log 210.359 48.1896
20150413122458.log 213.785 47.2892
20150413123458.log 217.101 46.3056
20150413130459.log 226.373 42.9194
20150413131459.log 229.253 41.662
20150413132500.log 232.027 40.352
20150414095647.log 157.283 50.1466
20150414100648.log 161.046 50.7538
20150414101648.log 164.873 51.252
20150414102648.log 168.809 51.6435
20150414103649.log 172.759 51.9169
20150414104649.log 176.752 52.0743
20150414105649.log 180.781 52.1135
20150414110650.log 184.8 52.0332
20150414130656.log 227.292 42.948
20150414132657.log 232.893 40.3549
20150415082641.log 128.049 41.1579
20150415083642.log 130.858 42.4748
20150415084642.log 133.766 43.734
20150415090643.log 139.899 46.059
20150415100856.log 161.843 51.2347
20150415102856.log 169.676 52.0752
20150415103857.log 173.67 52.3231
20150415110859.log 185.832 52.3528
20150415111900.log 189.846 52.1234
20150415114026.log 198.259 51.244
20150415120027.log 205.719 49.9856
20150416100125.log 158.916 51.1633
20150416101126.log 162.77 51.7236
20150416102126.log 166.697 52.173
20150416103127.log 170.696 52.5087
20150416104128.log 174.756 52.7272
20150416105128.log 178.809 52.8246
20150416110129.log 182.896 52.8017
20150416113130.log 194.956 52.0172
20150416114131.log 198.848 51.5269
20150416120132.log 206.377 50.2258
20150417081355.log 124.199 40.0514
20150417094609.log 153.145 50.4639
20150417111613.log 189.035 52.8937
20150417112614.log 193.055 52.5715
20150417113614.log 197.011 52.1344
20150417114621.log 200.975 51.5724
20150417115621.log 204.742 50.9187
20150417120622.log 208.418 50.1629
20150418093931.log 150.632 50.2817
20150418094932.log 154.317 51.0711
20150418095932.log 158.092 51.7571
20150418100933.log 161.986 52.3408
20150419094401.log 152.174 50.9946
20150419101609.log 164.578 53.0164
20150419102610.log 168.622 53.4121
20150419103611.log 172.726 53.6896
20150419104612.log 176.869 53.8459
20150419105735.log 181.653 53.8739
20150419110735.log 185.771 53.7673
20150419111736.log 189.893 53.5384
20150419112736.log 193.97 53.1892
20150419113736.log 197.962 52.7255
20150419115737.log 205.724 51.4601
20150419120737.log 209.424 50.6767
20150419123739.log 219.776 47.7976
20150419124740.log 222.997 46.6758
20150420081530.log 124.024 41.2327
20150420093533.log 148.995 50.6333
20150420094534.log 152.676 51.4654
20150420100833.log 161.508 52.9859
20150420101834.log 165.535 53.4713
20150420102835.log 169.651 53.8408
20150420104836.log 177.968 54.2116
20150420105837.log 182.166 54.212
20150420110838.log 186.331 54.089
20150420111838.log 190.497 53.8418
20150420112839.log 194.592 53.4748
20150420113840.log 198.607 52.9923
20150420114840.log 202.523 52.3993
20150420115841.log 206.361 51.6958
20150420122843.log 217.113 49.0199
20150420125844.log 226.76 45.6142
20150421094319.log 151.725 51.6237
20150421095320.log 155.5 52.3791
20150421100320.log 159.393 53.0324
20150421101321.log 163.407 53.5788
20150421110323.log 184.27 54.5073
20150421111324.log 188.464 54.3214
20150421121326.log 212.035 50.7862
20150421122327.log 215.579 49.8425
20150421123328.log 218.994 48.8148
20150421124329.log 222.281 47.7097
20150421125329.log 225.447 46.5318
20150421130330.log 228.481 45.2934
20150421152338.log 261.577 23.8507
20150422084526.log 132.09 45.8595
20150422092528.log 145.132 50.3651
20150422093528.log 148.719 51.295
20150423124450.log 223.319 48.1007
20150423125451.log 226.474 46.9028
20150424091926.log 142.74 50.4105
20150424093927.log 149.945 52.2967
20150424095928.log 157.66 53.7992
20150424100928.log 161.693 54.3909
20150424130936.log 231.203 45.2799
20150424152943.log 263.615 23.4617
20150424153943.log 265.52 21.774
20150425114017.log 200.308 54.4737
20150425115017.log 204.325 53.8303
20150425120018.log 208.203 53.0839
20150425123020.log 219.114 50.2574
20150425132024.log 234.564 44.0804
20150425133025.log 237.336 42.6574
20150425151032.log 260.146 26.8969
20150425152033.log 262.109 25.2247
20150426121007.log 212.132 52.5436
20150429125006.log 226.732 49.0419
20150429130007.log 229.878 47.7618
20150429131008.log 232.876 46.429
20150429132008.log 235.716 45.0596
20150430075544.log 116.723 41.1793
20150430080545.log 119.282 42.6843
20150430081545.log 121.948 44.1537
20150430090547.log 137.047 50.7274
20150502123530.log 222.796 51.5209
20150505075033.log 114.355 41.639
20150505075336.log 115.109 42.1095
20150511144640.log 259.432 33.9826
20150511145641.log 261.474 32.2939
20150515124027.log 227.603 53.863
20150622061825.log 87.7415 30.6732
20150627151543.log 268.542 33.9414
20150627152544.log 270.373 32.259
20150825114647.log 200.266 52.0061
20150825122649.log 214.909 48.8448
20150825123649.log 218.287 47.8273
20150825131651.log 230.581 43.0544
20150825141654.log 245.916 34.3875
20150825143655.log 250.411 31.2255
20150928080952.log 133.511 30.2328
20150928082954.log 138.673 32.5783
20150928084539.log 142.94 34.2655
